Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,,80.5,164,COLUMBUS,856,,0.067,0.032,1493,475,298,179,174,135,154,415,232,445,OH - Columbus,637,261,829,MOUNT CARMEL HOSPICE,13,95,3431,361520,0,1081,0,412,0,0,0,0.121,0.12,0.024,0.023,OH,1144 DUBLIN ROAD,23163757,87182,98,15646282,15732039,1303,43215
1,,80.4,17,ZANESVILLE,406,,0.196,0.251,720,216,81,95,155,40,54,166,133,256,OH - Columbus,314,205,184,GENESIS HOSPICE AND PALLIATIVE CARE,,95,0,361521,56,301,188,,171,0,,0.241,0.356,0.017,0.027,OH,713 FOREST AVENUE,12204499,33419,39,5210959,5763336,696,43701
1,,81.5,18,NEWARK,557,,0.329,0.157,965,256,196,124,92,86,137,310,211,250,OH - Columbus,408,268,357,HOSPICE OF CENTRAL OHIO,,97,2139,361525,108,370,171,,311,,0,0.39,0.881,0.064,0.125,OH,2269 CHERRY VALLEY ROAD,23967200,68704,29,11480744,11725461,936,43055
1,,81.8,12,ASHLAND,462,,0.346,0.227,826,236,150,134,109,58,70,198,139,296,OH - Columbus,364,217,239,"HOSPICE OF NORTH CENTRAL OHIO, INC",,97,603,361540,58,355,147,,262,,,0.323,0.546,0.056,0.123,OH,1050 DAUCH DRIVE,12529791,42757,47,6508837,7135458,806,44805
1,0,80.1,,PORTSMOUTH,312,,0.292,0.404,532,149,68,113,87,40,82,175,75,182,OH - Columbus,220,202,99,SOMC HOSPICE,,92,403,361545,,217,176,21,0,,109,0.29,0.583,0.044,0.086,OH,2201 25TH STREET,12337984,39109,35,6426956,7099807,525,45662
1,,81.2,16,MANSFIELD,157,,0.288,0.137,301,113,69,21,58,15,16,61,25,123,OH - Columbus,144,59,66,MEDCENTRAL HOSPICE,,95,0,361566,,171,0,67,0,,60,0.39,0.385,0.039,0.062,OH,"1020 CRICKET LANE, LOWER LEVEL",3619279,12069,18,1865227,2004484,281,44906
1,,83.2,53,GAHANNA,476,,0.344,0.15,726,108,106,235,62,110,123,301,105,142,OH - Columbus,250,331,261,GENTIVA HOSPICE,,100,60,361573,101,143,,,436,,45,0.234,0.325,0.05,0.124,OH,"540 OFFICENTER PLACE, SUITE 100",13366668,61885,94,9353169,9526556,657,43230
1,0,78.9,,GALLIPOLIS,143,0,0.181,0.073,253,95,44,21,34,27,,42,32,98,OH - Columbus,110,95,76,HOLZER MEDICAL CENTER HOSPICE,,97,0,361580,25,135,,39,,0,47,0.255,0.275,0.023,0.041,OH,100 JACKSON PIKE,1624996,7477,18,1142253,1264424,249,45631
1,0,77,,CHILLICOTHE,132,0,0.216,0.085,263,109,40,27,46,12,23,70,29,77,OH - Columbus,131,64,85,ADENA HOSPICE,,97,0,361591,0,230,0,31,0,,,0.268,0.269,0.043,0.071,OH,111 WEST WATER STREET,3377015,14909,31,2168007,2393496,259,45601
1,0,79.3,,LUCASVILLE,257,0,0.471,0.425,411,67,105,116,46,22,111,192,55,73,OH - Columbus,154,235,115,HEARTLAND HOME HEALTH CARE & HOSPICE,,99,0,361610,,142,0,0,260,,,0.241,0.598,0.022,0.115,OH,205 NORTH STREET,11170851,46321,57,6443662,7139731,402,45648
1,,78.1,94,COLUMBUS,180,,0.298,0.131,328,92,67,49,26,15,41,77,79,147,OH - Columbus,148,73,102,LARRY & LEONORE ZUSMAN JEWISH COMMUNITY HOSPICE,,93,862,361612,,94,161,0,67,0,,0.355,0.651,0.123,0.138,OH,1151 COLLEGE AVENUE,10475931,18954,20,3550417,3568582,227,43209
1,,82.6,51,COLUMBUS,618,,0.381,0.289,1011,185,177,306,124,70,211,446,149,174,OH - Columbus,393,315,401,HEARTLAND HOME HEALTH CARE & HOSPICE,,99,,361620,273,283,0,,400,,54,0.42,1.112,0.046,0.143,OH,"6500 BUSCH BLVD, SUITE 210",25366954,97921,70,15126234,15558276,948,43229
1,,84.6,126,COLUMBUS,533,,0.283,0.131,802,73,230,179,110,69,190,420,141,59,OH - Columbus,269,219,236,GRACE HOSPICE OF OHIO,,99,0,361621,66,662,0,0,50,,,0.233,0.276,0.035,0.051,OH,"355 EAST CAMPUS VIEW BLVD, SUITE 270",22393389,89693,181,13130535,13797846,658,43235
1,0,82.9,,WAVERLY,106,0,0.352,0.128,174,28,18,40,28,18,43,80,42,27,OH - Columbus,68,75,38,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,,99,0,361629,23,73,0,,77,,0,0.213,0.378,0.04,0.112,OH,681 EAST THIRD STREET,5385647,18323,32,2537634,2810503,168,45690
1,,86.2,50,COLUMBUS,558,,0.564,0.207,870,150,168,282,96,54,213,432,120,137,OH - Columbus,312,201,339,SENIOR INDEPENDENCE,,100,0,361632,139,458,,20,163,,82,0.204,0.301,0.038,0.106,OH,"6555 BUSCH BLVD, SUITE 200",23031397,95019,94,13817824,14643669,809,43229
1,,84.7,29,COLUMBUS,442,0,0.56,0.177,689,77,113,284,40,58,134,325,117,108,OH - Columbus,247,262,260,ACCLAIM HOSPICE AND PALLIATIVE CARE,,99,0,361635,261,141,0,,248,,38,0.335,0.794,0.051,0.114,OH,"2800 CORPORATE EXCHANGE DRIVE, SUITE 140",17136059,67027,67,10008814,10584071,656,43231
1,,82.1,137,COLUMBUS,604,,0.482,0.307,920,97,145,355,71,112,181,389,140,162,OH - Columbus,316,612,274,TRIDIA HOSPICE AND PALLIATIVE CARE,,100,0,361646,38,103,0,,771,0,,0.283,0.458,0.037,0.113,OH,"2215 CITYGATE DRIVE, SUITE E",38637472,86011,118,12632355,13238176,772,43219
1,0,80.7,,MARIETTA,157,0,0.177,0.117,293,136,45,40,33,19,25,82,20,79,OH - Columbus,136,64,60,"MARIETTA HOME HEALTH & HOSPICE,AN AMEDISYS PARTNER",,99,0,361650,21,186,0,11,75,0,0,0.346,0.3,0.047,0.068,OH,"450 PIKE STREET, SUITE I-1",4260989,15617,,2089360,2420198,288,45750
1,0,80.8,0,MOUNT VERNON,,0,0.317,0.197,31,,,,,0,,16,,0,OH - Columbus,,,,HOSPICE OF KNOX COUNTY,0,99,0,361512,,20,0,0,,0,0,0.148,0.426,0.02,0.037,OH,17700 COSHOCTON ROAD,705253,3161,11,441425,484599,31,43050
1,0,75.9,0,POMEROY,,0,0.062,0.07,14,,,0,,0,,,,,OH - Columbus,,,,PLEASANT VALLEY HOSPICE,0,95,0,361637,0,11,0,,0,,0,0.336,0.289,0.084,0.07,OH,518 EAST MAIN STREET,72642,318,0,51271,56734,14,45769
1,0,87.3,,ATHENS,,0,0.139,0.202,26,,,,0,,,,,,OH - Columbus,,15,,HOSPICE OF KIMES LLC,,100,0,361668,0,,0,0,22,,0,0.196,0.283,0.039,0.09,OH,64 KIMES LANE,416327,2064,,288297,317084,25,45701
1,,74.3,,COSHOCTON,,,0.393,0,18,,,,,0,,,,0,OH - Columbus,,,,INTERIM HEALTHCARE HOSPICE OF COSHOCTON,,99,0,361684,0,17,0,0,,,0,0.268,,0.022,,OH,420 DOWNTOWNER PLAZA,171184,848,0,118403,132445,17,43812
1,0,83.2,,COLUMBUS,36,0,0.228,0.156,49,,13,17,,,17,28,,,OH - Columbus,13,15,18,"ST JOSEPH'S HOSPICE, INC",,99,0,361663,14,19,0,0,,,14,0.228,0.43,0.071,0.149,OH,"505 SOUTH HIGH STREET, SUITE 100",1279228,6425,11,982326,986795,39,43215
1,0,87.6,,COLUMBUS,26,0,0.276,0.16,39,,,11,,,,16,,,OH - Columbus,13,,15,BROOKDALE HOSPICE COLUMBUS,,100,0,361681,39,0,0,0,0,0,0,0.273,0.337,0.063,0.04,OH,3500 TRILLIUM CROSSING,663926,2978,,451635,459155,37,43235
1,0,81,,DUBLIN,16,,0.452,0.234,34,13,,,,,,20,,,OH - Columbus,18,,15,"VIAQUEST HOSPICE, LLC",0,100,0,361659,0,33,0,0,,,0,0.306,0.338,0.029,0.038,OH,"525 METRO PLACE NORTH, SUITE 100",979039,3601,,530501,552686,32,43017
1,0,78.2,0,KENTON,34,0,0.121,0.074,63,29,,,,,,,19,21,OH - Columbus,29,16,16,HARDIN COUNTY HOSPICE,0,100,0,361541,,44,0,0,18,,0,0.467,0.436,0.072,0.081,OH,"15 NORTH DETROIT STREET, SUITE 4000",857202,1985,,275554,305604,63,43326
1,0,87.3,,WESTERVILLE,61,,0.287,0.132,94,13,23,37,,,22,44,,11,OH - Columbus,33,11,44,HOSPICE SERVICES AT METHODIST ELDERCARE,,99,0,361665,49,20,0,0,24,,,0.21,0.305,0.024,0.054,OH,"124 B DORCHESTER SQUARE, SUITE 200",2409782,10310,,1596312,1604164,91,43081
1,0,80.4,,NEWARK,67,,0.711,0.141,101,19,14,19,20,,22,51,24,15,OH - Columbus,34,42,31,"GENERATION HOSPICE, LLC",0,99,0,361645,,40,0,0,0,,57,0.249,0.314,0.064,0.22,OH,26 WESTMORE AVENUE N,2778768,10234,25,1571842,1581164,97,43055
1,,83.6,,MANSFIELD,66,,0.379,0.206,101,16,23,25,16,,23,49,13,20,OH - Columbus,35,51,21,SOUTHERNCARE MANSFIELD,,100,,361619,13,27,0,0,47,0,14,0.187,0.523,0.043,0.095,OH,"775 LEXINGTON AVENUE, SUITE M",2927757,10587,,1498584,1630728,97,44907
1,0,82.1,0,UPPER SANDUSKY,49,,0.035,0.055,91,33,22,,,,,17,13,38,OH - Columbus,42,29,31,HOSPICE OF WYANDOT COUNTY INC,,99,0,361535,,45,0,0,39,0,,0.431,0.453,0.084,0.147,OH,"320 WEST MAPLE STREET, SUITE C",845053,3246,,455746,504560,90,43351
1,,84.5,25,COLUMBUS,122,,0.357,0.152,165,24,32,23,17,,37,86,62,19,OH - Columbus,43,61,81,INCARE HOSPICE CENTRAL OHIO,,100,0,361640,45,61,0,0,59,0,0,0.233,0.304,0.078,0.124,OH,2245 NORTH BANK DRIVE,5046369,16537,32,2508956,2521012,137,43220
1,0,78.1,,MOUNT GILEAD,36,0,0.378,0.236,84,31,20,,15,,13,29,,,OH - Columbus,48,18,24,"HOSPICE OF MORROW COUNTY, INC",,100,18,361570,0,68,0,0,,,14,0.326,0.506,0.035,0.046,OH,228 SOUTH STREET,1978122,6256,,962682,969383,82,43338
1,0,81.9,,CIRCLEVILLE,75,,0.301,0.175,124,41,18,21,18,,22,49,20,40,OH - Columbus,49,25,57,BERGER HOSPICE CARE,,99,132,361561,,60,0,16,0,,39,0.275,0.518,0.034,0.087,OH,600 NORTH PICKAWAY STREET,2689052,10376,,1634031,1642999,119,43113
1,0,80.4,,MARION,92,0,0.124,0.08,150,59,26,13,14,,18,49,28,30,OH - Columbus,58,27,53,MARION GENERAL HOSPITAL HOSPICE,,100,0,361517,20,100,,,27,,,0.325,0.391,0.037,0.054,OH,278 BARKS ROAD WEST,2838814,10050,,1394740,1544874,148,43302
1,0,80.7,,COSHOCTON,94,0,0.337,0.148,152,61,39,13,,,,38,,45,OH - Columbus,58,53,32,HEALTH SERVICES OF COSHOCTON COUNTY,,99,0,361519,,71,0,12,49,,16,0.412,0.446,0.037,0.092,OH,230 SOUTH FOURTH STREET,2155638,7098,17,992368,1098981,149,43812
1,0,80.4,,BELLEFONTAINE,76,0,0.304,0.14,138,58,32,,20,,,36,,40,OH - Columbus,62,26,50,"UNIVERSAL HOME HEALTH AND HOSPICE CARE, INC",,100,0,361550,18,106,0,0,14,0,0,0.339,0.312,0.097,0.115,OH,701 SOUTH MAIN STREET,1647149,5836,,808647,895945,137,43311
1,,81.3,0,ATHENS,82,,0.301,0.124,152,44,20,27,23,13,,28,25,51,OH - Columbus,70,53,45,"APPALACHIAN COMMUNITY VISITING NURSE ASN, HOSP &H",,97,22,361516,,84,0,17,32,,17,0.331,0.232,0.056,0.074,OH,30 HERRALD AVENUE,1650068,5680,15,850115,940329,149,45701
1,0,80.2,,WASHINGTON CH,86,0,0.132,0.088,164,52,29,29,13,,33,66,32,37,OH - Columbus,78,50,64,HOSPICE OF FAYETTE COUNTY INC,,99,0,361553,,105,0,0,53,0,,0.345,0.592,0.033,0.113,OH,222 NORTH OAKLAND AVENUE,5051256,15002,13,2089186,2312834,158,43160
1,0,80.6,,LONDON,108,0,0.275,0.093,186,69,22,36,16,14,12,51,29,47,OH - Columbus,78,36,100,LOVING CARE HOSPICE AND HOME HEALTH,,99,0,361568,14,120,0,,45,,,0.304,0.367,0.056,0.091,OH,56 SOUTH OAK STREET,2469570,9387,19,1433393,1450002,181,43140
1,0,81,,GALION,114,,0.449,0.18,195,60,27,32,32,,30,58,35,45,OH - Columbus,81,57,53,HOMECARE MATTERS HOME HEALTH & HOSPICE,,99,0,361546,33,100,0,0,0,0,62,0.307,0.407,0.033,0.039,OH,1220 NORTH MARKET STREET,3601826,14436,16,2008560,2218965,192,44833
1,66,82.5,30,PORTLAND,1386,39,0.175,0.122,2343,751,466,336,214,181,166,652,395,518,OR - Portland,957,450,1291,PROVIDENCE HOSPICE,55,99,495,381500,411,1342,,46,241,,14,0.22,0.229,0.063,0.079,OR,"6410 NE HALSEY STREET, SUITE 300",47678350,125810,177,21984170,19653048,2153,97213
1,21,82.4,24,PORTLAND,707,12,0.108,0.084,1207,395,204,177,101,130,34,253,200,321,OR - Portland,500,138,1137,KAISER PERMANENTE CONTINUING CARE SERVICES HOSPICE,14,99,0,381502,18,1127,,,52,0,,0.254,0.218,0.048,0.075,OR,"2701 NW VAUGHN, SUITE 140",13439411,47851,155,8339668,7386142,1136,97210
1,16,82,38,PORTLAND,642,21,0.2,0.283,1134,406,203,102,95,95,72,259,233,324,OR - Portland,492,212,558,LEGACY HOSPICE SERVICES,16,97,811,381505,104,531,213,,156,,0,0.333,0.411,0.063,0.088,OR,815 NE DAVIS STREET,33971759,52089,98,10072240,8959851,1043,97232
1,15,82.4,12,PORTLAND,298,,0.116,0.091,528,176,113,63,57,29,41,160,90,122,OR - Portland,230,117,286,ADVENTIST HEALTH HOSPICE,,100,84,381507,53,416,0,,49,0,,0.287,0.267,0.075,0.089,OR,"5835 NE 122ND AVENUE, SUITE 135",10114574,29650,54,5059032,4580159,485,97230
1,,82,,HILLSBORO,200,,0.215,0.162,341,152,44,55,22,31,28,106,37,55,OR - Portland,141,50,176,CARE PARTNERS,,100,35,381510,64,218,0,,11,43,,0.223,0.217,0.044,0.077,OR,"900 SE OAK ST, SUITE 202",5698049,20304,26,3531189,3128282,315,97123
1,,82.8,,BEAVERTON,361,,0.309,0.161,593,120,107,150,46,60,88,213,110,113,OR - Portland,232,176,290,GENTIVA HOSPICE,,100,,381547,281,214,0,13,83,,,0.235,0.242,0.045,0.09,OR,8625 SW CASCADE AVENUE SUITE 500,10653039,45041,45,7859509,6976626,562,97008
1,,85.6,,PORTLAND,390,,0.312,0.193,612,65,112,264,35,74,70,225,62,108,OR - Portland,222,205,332,"HOSPICE CARE OF THE NORTHWEST, LLC",,100,16,381548,393,118,0,,92,0,,0.286,0.244,0.05,0.105,OR,1500 NE IRVING STREET SUITE 200,10713254,42759,52,7360471,6599598,588,97232
1,,84.3,,WILSONVILLE,527,,0.148,0.1,852,169,193,255,72,48,99,282,115,176,OR - Portland,325,305,442,SIGNATURE HOSPICE,,100,,381553,276,224,0,,316,,0,0.229,0.28,0.059,0.118,OR,"25117 SW PARKWAY, SUITE F",13395462,58822,70,10147878,9049331,826,97070
1,,82.2,0,HOOD RIVER,121,,0.294,0.167,233,80,51,32,12,14,36,86,44,35,OR - Portland,112,46,43,"HEART OF HOSPICE, LLC",,100,0,381554,56,132,0,0,0,13,32,0.227,0.239,0.054,0.1,OR,2621 WASCO STREET,4115295,17973,15,2706035,2765345,228,97031
1,,83.4,18,TIGARD,543,18,0.215,0.136,951,203,200,296,63,43,115,340,146,199,OR - Portland,408,281,477,SERENITY HOSPICE,,100,,381555,212,327,0,22,225,152,13,0.202,0.241,0.068,0.148,OR,"11481 SW HALL BLVD, SUITE 200",16600485,68456,90,11841470,10570502,894,97223
1,,84.1,,CLACKAMAS,121,,0.163,0.122,227,49,50,56,21,28,23,66,23,53,OR - Portland,106,62,117,"BRISTOL HOSPICE OREGON, LLC",,100,,381559,58,91,,,69,,,0.376,0.353,0.06,0.108,OR,"10365 SE SUNNYSIDE RD, SUITE 340",5468396,13479,11,2340929,2074069,215,97015
1,17,82.3,12,VANCOUVER,750,18,0.202,0.126,1306,398,262,216,124,85,73,318,221,364,OR - Portland,556,370,530,HOSPICE SOUTHWEST,28,98,559,501501,179,816,163,,18,125,,0.285,0.197,0.033,0.052,WA,5400 MACARTHUR BLVD,30072284,61516,182,11255307,9989055,1231,98661
1,,80.5,,LONGVIEW,499,13,0.165,0.166,936,288,189,139,99,73,48,218,148,326,OR - Portland,437,233,398,COMMUNITY HOME HEALTH / HOSPICE,15,95,1242,501504,175,447,243,0,22,0,49,0.291,0.245,0.07,0.096,WA,1035 ELEVENTH AVE,14188787,42393,76,8040097,7585877,896,98632
1,0,85,0,HEPPNER,,0,0.085,0.049,16,,,,,,,,,,OR - Portland,,,0,PIONEER MEMORIAL HOSPICE,0,100,0,381546,,,0,0,0,0,0,0.197,0.227,0.032,,OR,564 EAST PIONEER DRIVE,147810,637,,95424,97798,16,97836
1,,76.5,,GOLDENDALE,,,0.143,0.083,28,15,,0,,,,,,,OR - Portland,,,,KLICKITAT VALLEY HEALTH SERVICES HH & HOSPICE,,99,,501539,0,28,0,0,0,0,0,0.189,0.267,0.025,0.06,WA,301 S ROOSEVELT,206719,788,,124670,121564,26,98620
1,,82.6,0,LINCOLN CITY,35,,0.168,0.1,66,17,11,14,,,0,12,,17,OR - Portland,31,15,,SAMARITAN NORTH LINCOLN HOSPICE,,100,0,381540,,63,0,,0,0,,0.298,0.24,0.061,0.073,OR,"3100 NE 28TH STREET, SUITE A",577649,2020,,304775,311878,59,97367
1,,81.8,,PENDLETON,20,,0.025,0.023,57,22,,,,,,12,11,15,OR - Portland,37,,,ST ANTHONY HOSPITAL HOSPICE,,100,0,381528,15,41,0,0,,,0,0.206,0.187,0.06,0.08,OR,420 SE 17TH AVENUE,526708,2343,,345673,357141,56,97801
1,0,82.8,0,LA GRANDE,52,,0.129,0.087,91,32,18,,,,14,35,15,16,OR - Portland,39,27,,GRANDE RONDE HOSPITAL HOSPICE,,100,0,381541,22,47,0,0,0,,,0.284,0.174,0.058,0.1,OR,"2502 COVE AVENUE, SUITE A",1751923,6710,,1002891,1027983,87,97850
1,0,79.6,0,HERMISTON,46,,0.085,0.071,94,37,19,,,,,15,,23,OR - Portland,48,21,24,VANGE JOHN MEMORIAL HOSPICE,,100,0,381543,,91,,0,0,0,0,0.343,0.244,0.074,0.093,OR,"1050 W ELM STREET, SUITE 220",940581,3170,13,473002,486564,90,97838
1,,83.1,,SANDY,87,,0.114,0.093,147,43,31,29,,13,15,53,,21,OR - Portland,60,18,76,"MT HOOD HOSPICE, INC",,100,,381503,11,127,0,0,,,0,0.321,0.242,0.081,0.107,OR,39641 SCENIC STREET,2947564,9985,11,1733924,1535253,143,97055
1,0,80.6,0,ASTORIA,68,,0.144,0.099,130,58,20,,11,12,,23,,30,OR - Portland,62,24,31,LOWER COLUMBIA HOSPICE,,100,0,381520,25,95,0,0,,0,,0.395,0.241,0.059,0.092,OR,"2158 EXCHANGE STREET, SUITE 206",1282079,4541,,680876,698497,125,97103
1,0,80.7,0,NEWPORT,53,,0.127,0.112,115,47,20,12,,,,,,45,OR - Portland,62,23,27,SAMARITAN PACIFIC HOSPICE,,100,0,381538,,97,0,0,,,,0.303,0.201,0.063,0.079,OR,749 SW 11TH STREET,706360,2323,13,345886,354782,108,97365
1,,87.3,,PORTLAND,167,,0.091,0.071,247,28,38,109,13,29,60,118,30,25,OR - Portland,80,49,149,COMFORT HOSPICE AND PALLIATIVE CARE LLC,,100,0,381558,18,35,0,0,,180,,0.108,0.176,0.04,0.059,OR,"6400 SE LAKE ROAD, SUITE 400",5683416,27254,17,4739472,4196211,239,97222
1,,87.7,,PORTLAND,243,,0.147,0.09,327,20,51,169,16,19,51,163,52,42,OR - Portland,84,100,170,HOUSECALL PROVIDERS HOSPICE,,100,0,381556,40,191,0,0,0,96,0,0.205,0.234,0.044,0.099,OR,"4531 SE BELMONT ST, SUITE 250",7150152,29506,43,5126980,4540214,309,97215
1,,81.6,,WILLIAMSPORT,391,,0.15,0.143,714,235,145,97,78,48,43,183,111,222,PA - Danville,323,193,211,SUSQUEHANNA HOME CARE & HOSPICE SERVICES,,97,610,391513,14,390,124,,0,,178,0.335,0.498,0.021,0.037,PA,1100 GRAMPIAN BOULEVARD,11998505,34597,125,5218925,5844951,694,17701
1,0,81.4,,STATE COLLEGE,142,0,0.245,0.117,264,99,63,23,29,14,22,88,36,54,PA - Danville,122,68,134,CENTRE CROSSINGS HOSPICE,,100,0,391518,11,204,0,,,0,38,0.26,0.271,0.019,0.045,PA,"2437 COMMERCIAL BOULEVARD, SUITE 6",3489868,15398,26,2168640,2361843,261,16801
1,,81.7,,BLOOMSBURG,264,,0.254,0.168,466,147,102,59,47,18,31,132,93,117,PA - Danville,202,158,214,COLUMBIA MONTOUR HOME HOSPICE,,100,,391533,11,291,0,,162,,0,0.228,0.268,0.064,0.078,PA,410 GLENN AVE SUITE 200,5608864,24647,46,3405855,3778967,456,17815
1,,81.1,,NORTHUMBERLAND,148,,0.167,0.122,285,106,72,32,33,11,29,78,31,70,PA - Danville,137,80,108,SUN HOME HOSPICE,,98,0,391537,,190,22,0,,0,65,0.289,0.545,0.046,0.109,PA,61 DUKE STREET PO BOX 232,5575651,16838,26,2390080,2646540,279,17857
1,0,80.3,0,MOUNT CARMEL,12,0,0.011,,23,11,,,,0,,,,,PA - Danville,11,,,FAMILY HOME MEDICAL HOSPICE INC,0,100,0,391739,0,21,0,0,,,0,0.17,0.266,0.031,0.06,PA,121 EAST FIFTH STREET,185343,1035,,142697,158709,23,17851
1,,84.8,,STATE COLLEGE,21,,0.125,0.092,34,12,,,,0,,13,,,PA - Danville,13,,,MEDI HOME HOSPICE,,100,0,391696,16,15,0,,0,0,,0.091,0.173,0.017,0.046,PA,341 NORTH SCIENCE ROAD SUITE 207,482821,2618,,389416,405001,33,16803
1,,83.6,0,WILLIAMSPORT,105,0,0.222,0.156,153,33,36,37,11,15,,47,21,48,PA - Danville,48,86,40,SOUTHERNCARE WILLIAMSPORT,,99,0,391658,,31,0,,56,0,59,0.218,0.288,0.044,0.077,PA,1544 EAST THIRD STREET,1951678,7405,15,1025517,1144389,151,17701
1,,84.7,0,BLOOMSBURG,71,0,0.309,0.153,120,36,33,,20,,,32,,37,PA - Danville,49,47,42,BERWICK HOSPICE,,100,0,391636,13,47,0,,59,,0,0.246,0.222,0.051,0.099,PA,6850 LOWS ROAD,1322320,6454,,888842,992411,119,17815
1,0,80.3,0,SHAMOKIN,57,,0.305,0.125,126,39,41,13,11,,,30,14,34,PA - Danville,69,37,50,CROSSINGS HOSPICE,,100,0,391566,,115,0,0,,0,,0.372,0.336,0.036,0.076,PA,21 WEST INDEPENDENCE STREET,1324594,5759,16,792583,883662,124,17872
1,,84.1,,LEWISBURG,103,,0.221,0.147,180,58,40,32,17,,,46,28,42,PA - Danville,77,60,51,EVANGELICAL HOSPICE,,100,0,391545,0,180,0,0,0,0,0,0.372,0.336,0.027,0.052,PA,130 HOSPITAL DR,2259730,8736,11,1205074,1345530,176,17837
1,,80.2,,SCRANTON,194,,0.238,0.061,348,113,70,21,69,23,,38,52,201,PA - Scranton,154,71,83,COMMONWEALTH HOSPICE OF NEPA,0,88,0,391500,,101,196,,18,21,,0.649,0.811,0.04,0.056,PA,746 JEFFERSON AVE,3436822,8545,13,1535931,1714635,342,18510
1,,80.8,,OLYPHANT,199,,0.754,0.99,350,99,85,16,34,36,,28,80,222,PA - Scranton,151,64,110,VNA HOSPICE AND HOME HEALTH OF LACKAWANNA,,80,0,391543,,83,245,0,0,,21,1.095,1.618,0.038,0.048,PA,301 DELAWARE AVE,7117016,6064,27,1378924,1541015,338,18447
1,,85,,CLARKS SUMMIT,109,,0.523,0.219,149,23,34,55,,,29,65,,31,PA - Scranton,40,83,31,ASERACARE HOSPICE,,99,0,391588,,43,,0,75,,20,0.29,0.283,0.053,0.178,PA,749 NORTHERN BLVD,2905744,14318,15,1994879,2231419,142,18411
1,,82.3,15,OLD FORGE,256,12,0.767,0.234,424,99,110,85,51,24,84,191,55,67,PA - Scranton,168,154,75,COMPASSIONATE CARE HOSPICE,,99,284,391667,52,238,0,,117,0,,0.375,0.342,0.039,0.096,PA,"429 SOUTH MAIN STREET, SUITE 10",8558910,40162,71,5659519,6262605,392,18518
1,,83.5,0,DUNMORE,149,,0.233,0.112,246,58,92,49,22,,19,82,19,47,PA - Scranton,97,77,66,"TRADITIONAL HOME HEALTH AND HOSPICE, LLC",0,97,13,391701,,161,,0,76,0,0,0.502,1.188,0.035,0.063,PA,113 WEST DRINKER STREET,3141526,14610,44,2193457,2454340,241,18512
1,0,81.8,0,DICKSON CITY,42,,0.335,0.22,64,,16,21,,,,22,11,18,PA - Scranton,22,34,14,SOUTHERNCARE SCRANTON,,99,,391669,,21,0,,24,0,17,0.202,0.339,0.073,0.214,PA,851 COMMERCE BOULEVARD SUITE 101-102,1529187,5173,11,726826,809275,62,18519
1,0,83.7,,CLARKS SUMMIT,35,,0,0,60,14,18,,,,,11,12,19,PA - Scranton,25,15,14,"CAREGIVERS AMERICA HOSPICE SERVICES, LLC",,98,0,391740,,44,,,,0,,0.175,0.2,0.023,0.038,PA,718 SOUTH STATE STREET,626548,2760,,409811,455398,56,18411
1,,82.3,,EYNON,58,,0.535,0.292,104,13,25,22,19,,38,57,16,,PA - Scranton,46,34,29,HOME HEALTH CARE PROFESSIONALS AND HOSPICE,0,99,,391680,,76,,0,0,,12,0.167,0.343,0.044,0.147,PA,940 SCRANTON CARBONDALE HIGHWAY,2822561,13864,24,1936322,2171510,97,18403
