Number of Records,Agency Name,City,Distinct Users Non Lupa,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,Zip Code
1,CRITTENTON HOME CARE,AUBURN HILLS,697,1,237124,MI,"2251 NORTH SQUIRREL ROAD, SUITE 320",1006,2704353,46377,2689129,2805934,138,48326
1,NORTH OTTAWA IN HOME CARE NURSING,SPRING LAKE,315,1,237126,MI,"1061 S BEACON BLVD, SUITE 100",439,1220374,18449,1076359,1241333,49,49456
1,VITALCARE,CHEBOYGAN,1311,1,237160,MI,761 LAFAYETTE AVE,1827,4326464,103054,4107387,4590698,300,49721
1,LAKELAND HOMECARE,BENTON HARBOR,1931,1,237163,MI,"2550 MEADOWBROOK ROAD, SUITE 110",3086,13833750,131941,7766256,8950167,404,49022
1,CARING VISITING NURSE - LENAWEE/MONROE,ADRIAN,423,1,237206,MI,"770 RIVERSIDE AVENUE, SUITE 102",579,1778859,16982,1522317,1697027,54,49221
1,HOMECARE OF HOLLAND HOME,GRAND RAPIDS,565,1,237208,MI,2100 RAYBROOK SE,917,3485276,34557,2604042,2837628,106,49546
1,GERBER HOME CARE,NEWAYGO,420,1,237213,MI,"231 W PINE LAKE DRIVE, SUITE 105",666,2173022,34019,1849250,1940281,98,49337
1,HOLLAND COMM HOSP HOME HEALTH,HOLLAND,789,1,237226,MI,"130 CENTRAL AVENUE, SUITE 220",1190,3768425,43886,2819994,3264656,130,49423
1,ST FRANCIS HOME HEALTH CARE,ESCANABA,360,1,237239,MI,901 NORTH LINCOLN ROAD,595,2242522,19008,1560764,1745808,55,49829
1,PORTAGE HEALTH HOME CARE & HOSPICE,HANCOCK,352,1,237262,MI,821 W  WATER STREET,719,1703273,33038,1877211,2080823,119,49930
1,HEARTLAND HOME CARE FLINT,FLINT,468,1,237336,MI,"1321 SOUTH LINDEN ROAD, SUITE B",603,1959821,30058,1803015,1703758,85,48532
1,OAKLAWN HOMECARE,MARSHALL,486,1,237400,MI,122 HIGH STREET,733,2823794,36496,1960059,2005711,97,49068
1,MN VISITING NURSE AGENCY,MINNEAPOLIS,229,1,247008,MN,2000 SUMMER ST NE SUITE 100,304,749307,38078,902145,823910,90,55413
1,NORTH MEMORIAL HOME HEALTH HOSPICE,ROBBINSDALE,987,1,247023,MN,"3500 FRANCE AVENUE NORTH, STE 101",1249,5851837,65185,3870368,3543046,163,55422
1,ST LUKES HOME HEALTH SERVICES,DULUTH,394,1,247098,MN,220 NORTH SIXTH AVENUE EAST,512,1988422,38545,1524703,1465843,91,55805
1,INTERIM HEALTHCARE OF THE TWIN CITIES,ROSEVILLE,1657,1,247104,MN,2833 NORTH FAIRVIEW AVENUE,2249,6062071,130855,7691693,7007855,294,55113
1,ST CLOUD HOSPITAL HC SERVICES,SAINT CLOUD,771,1,247117,MN,2035 15TH STREET NORTH  SUITE 110,1022,3176092,79411,2902375,2714859,183,56303
1,INTREPID USA HEALTHCARE SERVICES,SAINT LOUIS PARK,526,1,247154,MN,5775 WAYZATA BLVD SUITE 540,813,2858845,28284,2967050,2755275,74,55416
1,HEALTHEAST HOME CARE,SAINT PAUL,1484,1,247166,MN,1700 UNIVERSITY AVENUE,1854,5278800,120061,5388285,4958669,294,55104
1,INTEGRATED HOME CARE,SAINT PAUL,1214,1,247177,MN,"475 ETNA STREET, SUITE 3",1577,4084817,126915,4694337,4266250,317,55106
1,GRAND ITASCA CLINIC & HOSP HC,GRAND RAPIDS,206,1,247286,MN,1601 GOLF COURSE ROAD,250,622319,15864,751604,793814,46,55744
1,LAKEVIEW HOMECARE,STILLWATER,343,1,248008,MN,1715 TOWER DRIVE WEST SUITE 330,400,1118052,20483,1320008,1207726,52,55082
1,PRAIRIE RIVER HOME CARE INC,MANKATO,1241,1,248056,MN,227 EAST MAIN STREET #200,1535,4808975,121760,4523458,4391757,328,56002
1,TENDER LOVING CARE,GULFPORT,649,1,257143,MS,"11010 HIGHWAY 49, SUTE 4",1327,4851259,35462,3883483,4417147,128,39503
1,LIBERTY HOSPITAL HOME HEALTH,LIBERTY,494,1,267091,MO,2525 GLENN HENDREN,584,3085145,29313,1566311,1629687,73,64068
1,FREEMAN HOME CARE SERVICES,JOPLIN,427,1,267160,MO,3315 MCINTOSH CIRCLE,492,2159977,21505,1008277,1212397,65,64804
1,EXCELSIOR SPRINGS HOSPITAL HOME HEALTH/HOSPICE,EXCELSIOR SPRINGS,147,1,267161,MO,1700 RAINBOW BLVD,197,1113155,15498,489442,510552,44,64024
1,GOLDEN VALLEY MEMORIAL HEALTHCARE HOME SERVICES,CLINTON,349,1,267182,MO,1600 NORTH 2ND STREET,421,1073375,17880,1046108,1244419,53,64735
1,SLH HOME CARE AND HOSPICE,KANSAS CITY,2778,1,267195,MO,3100 BROADWAY  SUITE 1000,3694,14468901,187548,11538077,12221833,531,64111
1,DELMAR GARDENS HOME CARE INC,CHESTERFIELD,975,1,267431,MO,"14805 NORTH OUTER 40 ROAD, SUITE 320",1526,3424474,127506,4228403,4502766,367,63017
1,"COOPERATIVE HOME CARE, INC",SAINT LOUIS,248,1,267562,MO,1924 MARCONI AVE,398,915371,20891,1041361,1156366,64,63110
1,NURSES TO GO LLC,SAINT LOUIS,171,1,267571,MO,"12813 FLUSHING MEADOWS DRIVE, SUITE #170",221,419305,21840,499327,525139,60,63131
1,INTEGRITY HOME CARE,SPRINGFIELD,757,1,267576,MO,2960 N EASTGATE AVENUE,1125,2728886,44903,3041872,3555675,140,65803
1,INTEGRITY HOME CARE,INDEPENDENCE,431,1,267581,MO,3675 SOUTH NOLAND ROAD - SUITE 222,602,1325977,26472,1728921,1852654,74,64055
1,HEALTHLINE HOMECARE AGENCY LLC,BALLWIN,345,1,267598,MO,910 KEHRS MILL ROAD - SUITE 105,764,2357916,16397,2413170,2556416,52,63011
1,"BETHLEHEM HOME HEALTH CARE, INC",KANSAS CITY,138,1,267605,MO,2726 FOREST AVENUE,433,1215338,17427,1019660,1076555,63,64109
1,PREMIERE HOME HEALTH,SAINT CHARLES,487,1,267612,MO,22 PORT WEST COURT,671,2145618,30308,2057619,2167767,95,63303
1,AMEDISYS HOME HEALTH OF MISSOURI,LEES SUMMIT,375,1,267623,MO,"100 NE MISSOURI ROAD, SUITE 202",566,2098389,24037,1906839,1984628,70,64086
1,FRONTIER HOME HEALTH AND HOSPICE,HELENA,619,1,277017,MT,800 FRONT ST,870,2882892,37914,2516398,2766606,110,59601
1,TABITHA HOME HEALTH CARE,LINCOLN,1688,1,287002,NE,4720 RANDOLPH STREET,2362,5881368,158018,6605268,6911049,431,68510
1,HOME HEALTH SERVICES OF MARY LANNING MEM HEALTHCAR,HASTINGS,177,1,287009,NE,620  NORTH ST JOSEPH AVENUE,235,664250,21428,576413,621427,59,68901
1,FREMONT AREA MEDICAL CENTER HOME HEALTH CARE,FREMONT,196,1,287016,NE,"2400 NORTH LINCOLN, SUITE B",263,1730293,18333,733403,785815,55,68025
1,HEALTHCONNECT AT HOME,LINCOLN,747,1,287050,NE,"245 SOUTH 84TH STREET, SUITE 300",929,2762168,36450,2501877,2578199,97,68510
1,INTERIM HEALTH CARE,LINCOLN,226,1,287062,NE,"6040 SOUTH 58TH STREET, SUITE A",334,632637,18513,1195592,1231265,47,68516
1,PHYSICIANS CHOICE HOME HEALTH CARE,OMAHA,617,1,287128,NE,8212 F STREET,805,2015690,33159,2597812,2617759,88,68127
1,RENOWN HEALTH HOME CARE,RENO,785,1,297015,NV,"780 KUENZLI ST., SUITE #200",927,3981733,61390,2294493,2259691,156,89502
1,ST ROSE DOMINICAN HOSPITAL HOME HEALTH SERVICES,LAS VEGAS,480,1,297054,NV,1776 E WARM SPRINGS STE 202,569,2230520,46758,1778294,1552184,95,89119
1,CREEKSIDE HOME HEALTH CARE,LAS VEGAS,1013,1,297070,NV,3530 E FLAMINGO RD STE 270,1351,4025864,48026,5134122,4450462,129,89121
1,HORIZON HOME HEALTH CARE LLC,LAS VEGAS,666,1,297112,NV,910 SOUTH VALLEY VIEW,801,2870971,29619,2680175,2340881,76,89107
1,"INTEGRITY HOME HEALTH CARE, INC",LAS VEGAS,882,1,297115,NV,501 SOUTH RANCHO DRIVE SUITE D-21,1363,4104047,29322,4315281,3845433,82,89106
1,CONCORD REGIONAL VNA,CONCORD,2373,1,307000,NH,30 PILLSBURY ST,3977,10550047,161914,12019809,11451334,429,03301
1,AMEDISYS HOME HEALTH,PORTSMOUTH,1091,1,307006,NH,"UNIT 11, 95 BREWERY LANE",1453,5168301,66629,4566183,4533333,180,03801
1,HOME HEALTH & HOSPICE CARE,MERRIMACK,1601,1,307017,NH,7 EXECUTIVE DRIVE,2155,6745386,112333,6208605,6222391,303,03054
1,ROCKINGHAM VNA AND HOSPICE,EXETER,1881,1,307021,NH,137 EPPING ROAD,2599,6794527,147439,7791115,7666075,385,03833
1,CORNERSTONE VNA,ROCHESTER,957,1,307022,NH,178 FARMINGTON RD,1418,3649096,50781,4469673,4435840,140,03867
1,LAKE SUNAPEE HOME CARE & HOSPICE,NEW LONDON,530,1,307040,NH,107 NEWPORT RD,750,1941677,49647,2185885,2078307,115,03257
1,INTERIM HEALTHCARE,MANCHESTER,458,1,307049,NH,608 CHESTNUT ST  PO BOX 1780,632,1548718,25281,2085920,2069864,71,03105
1,NORTHWOODS HOME HEALTH & HOSPICE,LANCASTER,386,1,307061,NH,278 MAIN ST,601,1666857,27567,1774688,1678101,66,03584
1,ST JOSEPH HOME AND HOSPICE CARE,MILFORD,646,1,307065,NH,24 NORTH RIVER RD,851,1840378,30719,2492271,2479908,78,03055
1,VISITING NURSE ASSOC OF NORTHERN NEW JERSEY,MORRISTOWN,2385,1,317002,NJ,175 SOUTH STREET,3549,9255650,176071,10832735,10045717,457,07960
1,HOLY REDEEMER HOME CARE NJ NORTH,ELIZABETH,2339,1,317020,NJ,354 UNION AVENUE,3193,10412764,214547,10322780,9617431,562,07208
1,VISITING NURSE ASSOC OF CENTRAL JERSEY,RED BANK,8375,1,317021,NJ,176 RIVERSIDE AVENUE,12187,32113750,583889,36174858,34215499,1612,07701
1,VISITING NURSE ASSOCIATION OF ENGLEWOOD,ENGLEWOOD,1352,1,317022,NJ,15 ENGLE STREET,1772,5142011,95223,6141502,5066600,222,07631
1,HOLY REDEEMER HOME CARE,RUNNEMEDE,2815,1,317025,NJ,"150 NINTH AVENUE, PO BOX 250",3921,12115173,223228,11416089,11148676,580,08078
1,VIRTUA HOME CARE - COMMUNITY NURSING SERVICES,MOUNT LAUREL,1748,1,317035,NJ,523 FELLOWSHIP ROAD - SUITE 250,2309,8540376,161027,6246331,6084322,394,08054
1,BARNABAS HEALTH HOME CARE-ESSEX,WEST ORANGE,1914,1,317061,NJ,80 MAIN STREET,2417,8802570,238872,7196034,6647809,590,07052
1,BAYADA HOME HEALTH CARE,CHERRY HILL,3846,1,317065,NJ,1415 MARLTON PIKE EAST,5395,19203691,190957,19318338,18579384,492,08034
1,HOLY REDEEMER HOME CARE NJ SHORE,SWAINTON,3573,1,317066,NJ,1801 ROUTE 9 NORTH,4776,14314844,283791,14499131,13604410,715,08210
1,BARNABAS HEALTH HOME CARE-OCEAN,TOMS RIVER,4208,1,317067,NJ,1443 HOOPER AVENUE,5449,19843837,500566,15833439,15017572,1148,08755
1,"ATLANTICARE HEALTH SERVICES, INC",EGG HARBOR TOWNSHIP,1965,1,317072,NJ,"6550 DELILAH ROAD, SUITE 304",2798,7486671,142465,9022115,7867322,329,08234
1,MERIDIAN HOME CARE-OCEAN COUNTY,BRICK,3328,1,317075,NJ,"LAURELTON PLAZA, 1759 STATE HIGHWAY 88",4164,9390868,258444,11822650,11251051,632,08723
1,HOLY NAME HOME CARE,TEANECK,1259,1,317077,NJ,718 TEANECK ROAD,1705,6480288,138076,6095291,5033894,312,07666
1,MEMORIAL HOME HEALTH,PENNSVILLE,489,1,317081,NJ,390 NORTH BROADWAY,858,2422696,37402,2286129,2187553,106,08070
1,MERIDIAN HOME CARE-MONMOUTH CO,NEPTUNE,2723,1,317084,NJ,1340A CAMPUS PARKWAY,3461,8097942,281160,10009311,9519010,721,07753
1,BAYADA HOME HEALTH CARE,MILLVILLE,751,1,317089,NJ,1101 WHEATON AVENUE,1107,3378816,33843,3671484,3543701,95,08332
1,"MOUNTAIN HOME HEALTH CARE, INC",TAOS,176,1,327010,NM,630 PASEO DEL PUEBLO SUR #180,221,449419,37239,550231,589382,96,87571
1,GILA REGIONAL MEDICAL CENTER,SILVER CITY,326,1,327061,NM,2814 HWY 180 EAST,433,2005256,17612,1119636,1199394,49,88061
1,AMBERCARE HOME HEALTH,BELEN,278,1,327123,NM,420 NORTH MAIN STREET,418,885657,15013,1230831,1275576,47,87002
1,ADVANCED HOME CARE OF ROSWELL,ROSWELL,233,1,327168,NM,315 WEST COUNTRY CLUB ROAD,524,1165428,18351,1388624,1489905,55,88201
1,ENCOMPASS HOME HEALTH OF NEW MEXICO,ROSWELL,380,1,327185,NM,"110 WEST COLLEGE BLVD, SUITE A",1047,3932260,12803,3072210,3291532,46,88201
1,ALTURA HOMECARE & REHAB,ALBUQUERQUE,795,1,327200,NM,"4308 CARLISLE BOULEVARD NE, SUITE 202",1062,3366620,45723,3665196,3812520,134,87107
1,VNA OF WESTERN NY CHHA,WILLIAMSVILLE,4879,1,337006,NY,2100 WEHRLE DRIVE,7564,24781187,403577,22222664,23028984,1217,14221
1,VNS ROCHESTER MONROE CO CHHA,WEBSTER,1777,1,337010,NY,2180 EMPIRE BOULEVARD,2574,5515725,159946,6615872,7415125,527,14580
1,VNA HUDSON VALLEY CHHA,TARRYTOWN,2166,1,337012,NY,540 WHITE PLAINS ROAD,2956,9806572,271600,10565746,8691533,604,10591
1,"VNA OF ALBANY, SARATOGA, RENSSELAER CHHA",ALBANY,1002,1,337019,NY,35 COLVIN AVENUE,1708,5121125,123850,4473762,5006546,375,12206
1,WASHINGTON COUNTY PUBLIC HEALTH CHHA,HUDSON FALLS,331,1,337023,NY,415 LOWER MAIN ST,432,961853,50489,970076,1116122,142,12839
1,HCR  CHHA  (PLATTSBURGH),PLATTSBURGH,794,1,337024,NY,"176 US OVAL,  SUITE 3",1048,3396052,51099,2660580,3004941,141,12903
1,LIVINGSTON CO DOH HHA,MOUNT MORRIS,262,1,337032,NY,2 LIVINGSTON COUNTY CAMPUS,436,1264658,18894,1030239,1150767,55,14510
1,LAWRENCE HOME CARE OF WESTCHESTER,SCARSDALE,787,1,337036,NY,"670 WHITE PLAINS ROAD,  SUITE 213",1091,3973977,35307,3904555,3234354,83,10583
1,LIFETIME CARE CHHA,ROCHESTER,3783,1,337066,NY,3111 SOUTH WINTON ROAD,5442,9722605,264445,13350228,15031829,809,14623
1,FRANKLIN COUNTY  PUBLIC HEALTH SERVICES CHHA,MALONE,264,1,337086,NY,125 CATHERINE STREET,373,1124343,23681,940882,1066430,79,12953
1,GOOD SAMARITAN HOSPITAL HOME CARE DEPARTMENT CHHA,WEST NYACK,2024,1,337107,NY,"ONE CROSFIELD AVENUE, 2ND FLOOR",2576,7376505,219774,7807711,6816779,504,10994
1,DOMINICAN SISTERS FAMILY HEALTH SERVICES CHHA,OSSINING,3597,1,337140,NY,299 NORTH HIGHLAND AVENUE,4802,14868969,333342,16564778,13716985,765,10562
1,SULLIVAN COUNTY PUBLIC HEALTH SERVICES CHHA,LIBERTY,521,1,337165,NY,50 COMMUNITY LANE,691,1803082,40047,1825115,2067854,129,12754
1,NYACK HOSP HOME CARE CHHA,PEARL RIVER,1188,1,337168,NY,"ONE BLUE HILL PLAZA,  6TH FLOOR",1588,5401251,159046,4907685,4055337,348,10965
1,"TWIN TIER HOME HEALTH, INC",VESTAL,1299,1,337181,NY,4401 VESTAL PARKWAY EAST,1729,4193587,74862,4838967,5415158,220,13850
1,EDDY VISITING NURSE ASSOCIATION CHHA,TROY,3367,1,337203,NY,433 RIVER STREET  SUITE 3000,4755,12860685,278576,11955635,13455991,810,12180
1,COMMUNITY HEALTH CENTER CHHA,JOHNSTOWN,724,1,337205,NY,2 - 8  WEST MAIN STREET,1051,2415297,36069,2662154,3026913,106,12095
1,AT HOME CARE INC CHHA,ONEONTA,1886,1,337233,NY,25 ELM STREET,2523,4922393,188790,5602706,6359240,584,13820
1,FINGER LAKES VNS CHHA,GENEVA,777,1,337273,NY,756 PRE EMPTION ROAD,1045,2196338,39013,2630517,2950202,117,14456
1,"OSWEGO HEALTH HOME CARE, INC",FULTON,628,1,337284,NY,"113 SCHUYLER STREET,  SUITE 3",820,1703389,39929,2142500,2197384,103,13069
1,GENTIVA HEALTH SVS CORNING,CORNING,745,1,337292,NY,"11849 EAST CORNING ROAD,  SUITE 108",1001,3743084,37235,2917459,3385882,125,14830
1,GENTIVA HEALTH SVS HAUPPAUGE - RIVERHEAD SUB-UNIT,RIVERHEAD,586,1,337302,NY,877 EAST MAIN STREET,736,2477011,38723,2814005,2330425,83,11901
1,GENTIVA HEALTH SVS BALLSTON SPA,BALLSTON SPA,752,1,337401,NY,"100 SARATOGA VILLAGE BLVD, SUITE 5",1105,3938617,30424,3599423,4070434,94,12020
1,SELFHELP SPECIAL FAM HOME CARE,NEW YORK,152,1,337407,NY,520 EIGHTH AVENUE,209,579521,21573,617582,511799,52,10018
1,WILLCARE HUDSON VALLEY CHHA,NEWBURGH,2505,1,337408,NY,700 CORPORATE BOULEVARD,3288,7466700,129789,9653117,9392301,361,12550
1,LOURDES AT HOME CHHA,VESTAL,785,1,337415,NY,4102 OLD VESTAL ROAD,1083,2942038,59443,2668518,2963470,177,13850
1,HOME HEALTH OF RANDOLPH HOSPITAL,ASHEBORO,605,1,347007,NC,127 MACARTHUR STREET,939,2392549,89545,2302799,2588579,337,27203
1,ROANOKE HOME CARE HOSPICE,PLYMOUTH,330,1,347008,NC,198 NC HWY. 45 NORTH,447,1231235,21077,1402433,1585982,63,27962
1,INTREPID USA HEALTHCARE SERVICES,RALEIGH,981,1,347009,NC,343 E SIX FORKS ROAD SUITE 100,1553,5004396,55936,4558597,4830508,181,27609
1,HEALTHY AT HOME - CLEVELAND COUNTY HEALTHCARE SYST,SHELBY,776,1,347013,NC,105 T R HARRIS DR,1013,2179587,36227,2723053,3028275,119,28150
1,PARDEE HOME CARE,HENDERSONVILLE,662,1,347028,NC,2029  ASHEVILLE HIGHWAY,825,1790914,30190,2254595,2552369,88,28739
1,CARTERET HOME HEALTH SERVICES,MOREHEAD CITY,412,1,347042,NC,302 MEDICAL PARK COURT,540,1340545,35309,1670735,1889160,113,28557
1,HERTFORD-GATES HOME HEALTH AGENCY,AHOSKIE,282,1,347049,NC,704 EVANS STREET,432,1012383,25468,1154773,1301566,96,27910
1,CATAWBA COUNTY HOME HEALTH,HICKORY,427,1,347053,NC,3070 11TH AVENUE DR. SE,553,1265054,40114,1541442,1728120,127,28602
1,SAMPSON HOME HEALTH,CLINTON,416,1,347064,NC,518 BEAMAN STREET,759,2080049,31047,1831127,2054543,108,28328
1,HARNETT COUNTY HOME HEALTH AGE,LILLINGTON,274,1,347089,NC,307 CORNELIUS HARNETT BLVD.,354,707568,58229,972926,1095484,215,27546
1,EMERALD CARE LLC,GASTONIA,938,1,347099,NC,1050 XRAY DRIVE,1476,5205832,76123,4503268,4856982,248,28054
1,ADVANCED HOME CARE,SALISBURY,841,1,347116,NC,1406-B WEST INNES STREET,1162,2985617,55392,2981369,3355661,167,28144
1,GENTIVA HEALTH SERVICES,KINSTON,772,1,347124,NC,2111-C NORTH QUEEN STREET,1122,3510940,48571,3096614,3462565,155,28501
1,ADVANCED HOME CARE,GASTONIA,1283,1,347131,NC,2391 COURT DRIVE STE 105,1678,4151317,84834,4410076,4807736,250,28054
1,CAROLINA HOME CARE,FOREST CITY,707,1,347169,NC,2270 US HWY 74A STE 345,1185,4310155,71150,2741457,3085547,256,28043
1,GENTIVA HEALTH SERVICES/SALISB,KANNAPOLIS,1399,1,347170,NC,297 EAST 22ND STREET,2025,6474714,75047,6362151,6900250,257,28083
1,CASWELL COUNTY HOME HEALTH AGE,YANCEYVILLE,117,1,347175,NC,189 COUNTY PARK ROAD,219,559204,26110,537762,604740,95,27379
1,HEALTHY AT HOME BLUE RIDGE HEALTHCARE,VALDESE,883,1,347181,NC,201 S GERMAIN ST,1328,2947178,86611,3658396,4081208,301,28690
1,GENTIVA HEALTH SERVICES,PINK HILL,260,1,347226,NC,206 S TURNER STREET,401,1264726,18217,1150262,1299837,68,28572
1,INTERIM HEALTHCARE OF THE TRIA,CHARLOTTE,1116,1,347234,NC,141 PROVIDENCE ROAD,1557,4043964,90221,4103396,4452236,281,28236
1,LIBERTY HOME CARE,SUPPLY,643,1,347247,NC,1120 OCEAN HWY  W,863,1932472,44591,2128970,2299000,132,28462
1,LIBERTY HOME CARE,WHITEVILLE,622,1,347248,NC,46 MCNEILL PLAZA,892,1833954,54979,1968035,2222443,193,28472
1,GENTIVA HEALTH SERVICES,WINSTON SALEM,2165,1,347318,NC,145 KIMEL PARK DRIVE STE 200,3154,9396933,174931,9370808,10623273,603,27103
1,GENTIVA HEALTH SERVICES,GOLDSBORO,952,1,347331,NC,1200  PARKWAY DRIVE,1429,4365715,57046,4216531,4717677,185,27534
1,VISITING NURSE SERVICE,TOLEDO,338,1,367002,OH,"1946 N 13TH STREET, SUITE 201",468,1544305,16055,1265482,1375673,52,43624
1,"VISITING NURSE ASSOCIATION, THE",CINCINNATI,483,1,367039,OH,2400 READING ROAD,782,1809873,31492,2182150,2286800,102,45202
1,SALEM AREA VISITING NURSE ASSOCIATION,SALEM,332,1,367069,OH,"718 EAST THIRD STREET, SUITE A",444,1083789,19375,1191390,1330201,58,44460
1,SOUTHWEST REGIONAL MEDICAL CENTER- HOME CARE,GEORGETOWN,282,1,367118,OH,419 HOME STREET,579,1472878,21507,1803385,1882842,63,45121
1,"COMMUNITY HEALTH PROFESSIONALS, INC",VAN WERT,732,1,367131,OH,1159 WESTWOOD DRIVE,1032,2624028,31021,2655051,2927241,93,45891
1,"OHIO VALLEY HOME HEALTH SERVICES, INC",EAST LIVERPOOL,365,1,367134,OH,15679 STATE ROUTE 170,503,1425916,24888,1198494,1361496,78,43920
1,TRINITY HOME HEALTH,STEUBENVILLE,432,1,367135,OH,380 SUMMIT AVENUE,560,1483069,24531,1343891,1642047,81,43952
1,CARETENDERS VNA,LANCASTER,686,1,367137,OH,1231 EAST MAIN STREET,1036,2831312,34814,2919497,3046960,103,43130
1,"AMERICAN MERCY HOME CARE, LLC",CINCINNATI,3040,1,367167,OH,"2300 WALL STREET, SUITE D",4075,10374532,238736,11132149,11635890,659,45212
1,WILSON HOME HEALTH CARE,SIDNEY,287,1,367238,OH,1081 FAIRINGTON STREET,430,992130,20420,1152924,1275857,71,45365
1,CMH HOME HEALTH CARE,WILMINGTON,280,1,367240,OH,2241 ROMBACH AVENUE,361,1159354,27337,935889,1036489,81,45177
1,MERCY MEDICAL CENTER HOME CARE,NORTH CANTON,375,1,367256,OH,7568 WHIPPLE AVENUE NW,518,1465467,27761,1554909,1719713,82,44720
1,MEDCENTRAL HOME CARE & HOSPICE,MANSFIELD,370,1,367277,OH,1020 CRICKET LANE,505,2072744,15569,1481988,1612844,46,44903
1,LIMA MEMORIAL HOSPITAL HOME HEALTH CARE,LIMA,295,1,367401,OH,"121 WEST HIGH STREET, 4TH FLOOR",381,954109,20685,946450,1025757,60,45801
1,HEALTH CARE PLUS,COLUMBUS,470,1,367489,OH,"1120 POLARIS PARKWAY, SUITE 204",877,2403615,29067,2857850,3136046,87,43240
1,MVI HOMECARE INC,YOUNGSTOWN,1078,1,367500,OH,4891 BELMONT AVENUE,1344,5362731,41977,2974371,3445418,140,44505
1,HM HOME CARE,GIRARD,1063,1,367518,OH,"979 TIBBETTS-WICK ROAD, SUITE A",1324,2807940,63145,3262245,3782585,183,44420
1,CARETENDERS,BEACHWOOD,1203,1,367548,OH,"23611 CHAGRIN BLVD, SUITE 130",1840,5356016,68361,5437726,5975406,208,44122
1,SENIOR INDEPENDENCE,CANFIELD,578,1,367551,OH,"6715 TIPPECANOE, BUILDING E, SUITE 201",800,1647765,40894,2232134,2560675,125,44406
1,AMEDISYS HOME HEALTH,MIAMISBURG,336,1,367560,OH,"2955 EXCHANGE PLACE BLVD, SUITE 101",625,2163963,22036,1831658,1983825,69,45342
1,HERITAGE HEALTH CARE SERVICES,MAUMEE,680,1,367587,OH,1625 INDIAN WOOD CIRCLE,876,4040356,24086,2737139,2984998,71,43537
1,OHIOHEALTH HOMECARE,COLUMBUS,2489,1,367615,OH,"404 E WILSON BRIDGE ROAD, SUITE H",3232,11082565,206950,9930927,10146960,584,43085
1,HOME HEALTH SERVICES WOOSTER COMMUNITY HOSPITAL,WOOSTER,313,1,367624,OH,1761 BEALL AVENUE,396,804549,21121,1075001,1185135,68,44691
1,FRMC HOME HEALTH SERVICES,SANDUSKY,1016,1,367691,OH,5420 MILAN ROAD,1750,6981989,37856,5926839,6751123,122,44870
1,SUMMA'S HOMECARE AND SUMMA AT HOME HOME CARE SERVI,AKRON,1761,1,367713,OH,444 NORTH MAIN STREET,2386,7279728,121480,6427273,7116419,362,44310
1,INFINITY HOME HEALTH SERVICES,WESTLAKE,503,1,367738,OH,"159 CROCKER PARK BLVD, SUITE 400",676,1928853,37467,1950685,2110743,140,44145
1,VISITING NURSE ASSOCIATION OF MID-OHIO,MANSFIELD,996,1,367771,OH,"105 NORTH MAIN STREET, SUITE 205",2540,5418538,79028,6309049,6910192,236,44902
1,"ALTERNATE SOLUTIONS HOMECARE OF DAYTON, LLC",KETTERING,2116,1,367778,OH,1251 EAST DOROTHY LANE,3371,9949313,123675,10214668,10992341,371,45419
1,SIGNATURE HEALTH SERVICES,COLUMBUS,763,1,368015,OH,"540 OFFICE CENTER PLAZA, SUITE 295",1402,5002892,44915,3894481,4151502,139,43230
1,CAREGIVERS HEALTH NETWORK,CINCINNATI,369,1,368055,OH,"2135 DANA AVENUE, SUITE 220",557,1418830,28048,1540280,1606946,77,45207
1,"ALTERNATE SOLUTIONS HOME CARE OF CINCINNATI, LLC",BLUE ASH,1003,1,368131,OH,"4340 GLENDALE-MILFORD ROAD, SUITE 100",1514,4189989,48481,4577188,4775997,153,45242
1,"BUCKEYE HOME HEALTH CARE, LLC",DAYTON,929,1,368197,OH,7700 PARAGON ROAD,1891,4519722,40196,5187834,5580452,122,45459
1,ST VINCENT CHARITY HOMECARE,WESTLAKE,237,1,368231,OH,"24651 CENTER RIDGE ROAD, SUITE 225B",347,1142982,16289,1117254,1209907,47,44145
1,MERCY AT HOME,OKLAHOMA CITY,640,1,377048,OK,"4401 W MEMORIAL, SUITE 143",861,2305083,37334,2278774,2522010,107,73134
1,INTEGRIS HOME CARE OKLAHOMA CITY,OKLAHOMA CITY,1191,1,377051,OK,"3500 N W 56TH STREET, STE 201",1627,5391529,59575,4658866,5149475,180,73112
1,HILLCREST REGIONAL HOME HEALTH SOUTH,TULSA,593,1,377068,OK,7600 SOUTH LEWIS AVE,814,2412964,22308,2140902,2510579,70,74136
1,MCALESTER REGIONAL HOSPITAL HH,MCALESTER,245,1,377090,OK,1101 N STRONG,374,689272,16584,745248,879818,56,74501
1,SAINT FRANCIS HOME HEALTH,TULSA,994,1,377107,OK,"6600 S YALE AVE, STE 200",1318,4886703,78984,3332010,3906439,260,74136
1,ANGELS CARE HOME HEALTH OF EAST OKLAHOMA,BROKEN ARROW,887,1,377171,OK,751 N ASPEN,2573,5173709,39948,5747897,6733335,139,74012
